번호,개방서비스명,인허가일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,관리주체
224,병원,1994-04-25,1,영업/정상,1,정상,,,,,4115880063,109382,,충청남도 천안시 동남구 안서동 산16번지 5호 5호,충청남도 천안시 동남구 망향로 201 (안서동),,단국대학교의과대학부속병원,2024-01-21 17:28,2024-01-23 2:40,종합병원,,,의사,1428,294,1089,109382,"내과,일반외과,흉부외과,신경외과,정형외과,성형외과,산부인과,소아과,이비인후과,안과,피부과,비뇨기과,정신과,신경과,가정의학과,마취과,진단방사선과,치료방사선과,핵의학과,임상병리과,재활의학과,치과,해부병리과,작업환경의학과,응급의학과(25개 과목)","내과,일반외과,흉부외과,신경외과,정형외과,성형외과,산부인과,소아과,이비인후과,안과,피부과,비뇨기과,정신과,신경과,가정의학과,마취과,진단방사선과,치료방사선과,핵의학과,임상병리과,재활의학과,치과,해부병리과,작업환경의학과,응급의학과(25개 과목)",,,,0,0,,,0,,시도
225,병원,2004-08-30,1,영업/정상,1,정상,,,,,418412984,,,충청남도 공주시 신풍면 조평리 126번지 2호 2호,충청남도 공주시 신풍면 대룡조평길 377,,의료법인 효준의료재단 공주요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),193567.3615,335391.3366,의사,6,64,396,0,"내과,가정의학과,비뇨기과,일반외과,신경과,재활의학과,정신과,한방내과,침구과","내과,가정의학과,비뇨기과,일반외과,신경과,재활의학과,정신과,한방내과,침구과",,,,0,0,,,0,,시군구(위임)
226,병원,2008-01-29,1,영업/정상,1,정상,,,,,415328264,,,충청남도 아산시 영인면 상성리 305번지 3호 3호,충청남도 아산시 영인면 상성길50번길 106,,시민병원,2018-07-19 0:00,2023-07-14 0:18,정신병원,193983.7063,372691.1954,,6,40,306,0,정신과,정신과,,,,0,0,,,0,,시군구(위임)
227,병원,2008-04-01,1,영업/정상,1,정상,,,,,415328264,,,충청남도 아산시 영인면 상성리 305번지 3호 3호,충청남도 아산시 영인면 상성길50번길 106,,아산요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),193983.7063,372691.1954,,0,46,252,0,"내과,외과,재활의학과","내과,외과,재활의학과",,,,0,0,,,0,,시군구(위임)
228,병원,2008-04-03,1,영업/정상,1,정상,,,,,417330300,,,충청남도 논산시 취암동  914번지,충청남도 논산시 시민로331번길 5 (취암동),,지성의료재단 논산사랑요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),208029.7032,299307.9449,의사,18,56,362,0,"내과,신경외과","내과,신경외과",,,,0,0,,,0,,시군구(위임)
229,병원,2015-10-06,1,영업/정상,1,정상,,,,,416611000,3337,,,"충청남도 서산시 수석산업로 5,  (수석동)층 (수석동)",,서산중앙병원,2024-01-29 20:42,2024-01-31 2:40,종합병원,155608.7407,364604.7121,의사,177,89,345,3337,,,,,,0,0,,,0,,시도
230,병원,2008-07-01,1,영업/정상,1,정상,,,,,416897401,,,충청남도 서산시 석림동  568번지 5호 5호,충청남도 서산시 중앙로 149 (석림동),,충청남도 도립 서산노인전문병원,2015-06-19 0:00,2023-07-14 0:18,요양병원(노인병원),152212.272,363927.7631,의사,16,32,180,0,"8개 진료과목 : 신경과, 재활의학과, 가정의학과, 내과, 외과, 신경외과, 마취통증의학과, 한방내과","8개 진료과목 : 신경과, 재활의학과, 가정의학과, 내과, 외과, 신경외과, 마취통증의학과, 한방내과",,,,0,0,,,0,,시군구(위임)
231,병원,2001-10-18,1,영업/정상,1,정상,,,,,415632875,,,,"충청남도 천안시 동남구 만남로 52, 52층 (신부동)",,문치과병원,2021-01-11 21:02,2023-07-14 0:18,치과병원,214012.4234,368594.262,,11,3,5,0,,,,,,0,0,,,0,,시군구(위임)
232,병원,2006-09-08,1,영업/정상,1,정상,,,,,4195188114,,,충청남도 서천군 판교면 판교리 407번지 1호 1호,충청남도 서천군 판교면 대백제로 2078,,청목의료재단 서천사랑병원,2018-07-19 0:00,2023-07-14 0:18,정신병원,172340.6159,296497.6993,,4,64,360,0,정신과. 내과,정신과. 내과,,,,0,0,,,0,,시군구(위임)
233,병원,1998-11-11,1,영업/정상,1,정상,,,,,418361984,,,충청남도 부여군 규암면 반산리 254번지 1호 1호,충청남도 부여군 규암면 반산로 39,,부여노인전문병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(노인병원),188193.7282,308322.4276,의사,21,118,482,0,"내과, 가정의학과, 재활의학과, 신경과, 정신과, 일반외과, 피부과, 한방내과, 정형외과, 산부인과(10개 과목)","내과, 가정의학과, 재활의학과, 신경과, 정신과, 일반외과, 피부과, 한방내과, 정형외과, 산부인과(10개 과목)",,,,0,0,,,0,,시군구(위임)
234,병원,2008-06-16,1,영업/정상,1,정상,,,,,417346700,,,충청남도 논산시 강산동  292번지,충청남도 논산시 생뫼길 20 (강산동),,논산하나요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),207996.7974,298486.0292,의사,7,80,488,0,"내과,신경과,재활의학과,소아청소년과,피부과","내과,신경과,재활의학과,소아청소년과,피부과",,,,0,0,,,0,,시군구(위임)
235,병원,1998-03-18,1,영업/정상,1,정상,,,,,418505801,,,충청남도 공주시 오곡동  637번지,충청남도 공주시 고분티로 623-21 (오곡동),,국립공주병원,2017-03-16 16:15,2023-07-14 0:18,정신병원,209866.8027,322205.8418,,59,0,0,0,"정신과, 내과, 치과","정신과, 내과, 치과",,,,0,0,,,0,,시군구(위임)
236,병원,2004-07-02,1,영업/정상,1,정상,,,,,418816100,,,충청남도 공주시 금학동  330번지 3호 3호,충청남도 공주시 우금티로 428 (금학동),,효심의료재단 공주참병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),210183.8115,325902.9786,,0,66,350,0,"졍형외과,신경과,정신과,내과,가정의학과,이비인후과,피부과,신경외과,소아과,일반외과,흉부외과,성형외과,안과","졍형외과,신경과,정신과,내과,가정의학과,이비인후과,피부과,신경외과,소아과,일반외과,흉부외과,성형외과,안과",,,,0,0,,,0,,시군구(위임)
237,병원,2011-10-31,1,영업/정상,1,정상,,,,,417349100,,,충청남도 논산시 연산면 한전리 337번지 11호 11호,충청남도 논산시 연산면 한전2길 52,,함께하는 복지재단 성지하임병원,2015-07-16 0:00,2023-07-14 0:18,정신병원,216597.7393,300536.7539,,10,44,296,0,,,,,,0,0,,,0,,시군구(위임)
238,병원,2011-12-14,1,영업/정상,1,정상,,,,,15440240,,,123번지 4호 4호,충청남도 연기군 전동면 모산고개길 96-25,,운주산성요양병원,2011-12-14 0:00,2023-07-14 0:18,요양병원(일반요양병원),,,,3,30,158,0,"내과, 외과, 가정의학과","내과, 외과, 가정의학과",,,,0,0,,,0,,시군구(위임)
239,병원,2008-02-15,1,영업/정상,1,정상,,,,,,,,충청남도 홍성군 홍성읍 오관리 284번지 1호 1호,충청남도 홍성군 홍성읍 조양로143번길 11,,내포요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),170018.8397,344614.9947,,4,48,432,0,"신경과, 일반외과, 한방내과","신경과, 일반외과, 한방내과",,,,0,0,,,0,,시군구(위임)
240,병원,2009-10-30,1,영업/정상,1,정상,,,,,414173500,,,"충청남도 천안시 서북구 불당동  739번지 데이지앤빌딩 5층, 7층","충청남도 천안시 서북구 불당4로 91 (불당동,데이지앤빌딩 5층, 7층)",,참조은치과병원,2021-01-11 20:58,2023-07-14 0:18,치과병원,209829.984,367634.0851,치과의사,5,0,0,1004,"치과보철과, 치과보존과, 치주과, 치과교정과, 소아치과","치과보철과, 치과보존과, 치주과, 치과교정과, 소아치과",,,,0,0,,,0,,시군구(위임)
241,병원,2012-04-25,1,영업/정상,1,정상,,,,,419505200,,,충청남도 서천군 마서면 어리 191번지 1호 1호,충청남도 서천군 마서면 어리길 205-7,,서천한국요양병원,2015-06-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),173350.4332,284023.6908,의사,28,128,598,0,"흉부외과, 비뇨기과, 내과, 신경외과","흉부외과, 비뇨기과, 내과, 신경외과",,,,0,0,,,0,,시군구(위임)
242,병원,1998-05-18,1,영업/정상,1,정상,,,,,415772233,,,충청남도 천안시 서북구 불당동  1534번지 0호 0호,"충청남도 천안시 서북구 불당25로 176-0, 율곡스퀘어층 (불당동)",,열린치과병원,2020-02-16 16:59,2023-07-14 0:18,치과병원,209665.0805,368317.2305,치과의사,4,0,0,487.7,"치주과, 치과보존과, 소아치과","치주과, 치과보존과, 소아치과",,,,0,0,,,0,,시군구(위임)
243,병원,2012-09-28,1,영업/정상,1,정상,,,,,416651166,,,충청남도 서산시 석남동  16번지 28호 28호,충청남도 서산시 동헌로 15 (석남동),,진우의료재단 우리요양병원,2015-06-13 0:00,2023-07-14 0:18,요양병원(일반요양병원),151104.8898,363445.7272,,5,58,398,0,"가정의학과, 내과, 피부과, 이비인후과, 신경외과, 외과, 한방내과, 한방안이비인후피부과, 침구과, 한방재활의학과","가정의학과, 내과, 피부과, 이비인후과, 신경외과, 외과, 한방내과, 한방안이비인후피부과, 침구과, 한방재활의학과",,,,0,0,,,0,,시군구(위임)
244,병원,2012-10-15,1,영업/정상,1,정상,,,,,415647733,,,충청남도 천안시 서북구 두정동  943번지 5층,"충청남도 천안시 서북구 원두정3길 37, 5층층 (두정동,5층)",,천안사랑요양병원,2014-07-28 0:00,2023-07-14 0:18,요양병원(일반요양병원),212143.9017,370237.1862,의사,3,22,132,0,"내과, 신경과, 가정의학과","내과, 신경과, 가정의학과",,,,0,0,,,0,,시군구(위임)
245,병원,2008-05-21,1,영업/정상,1,정상,,,,,,,,충청남도 천안시 동남구 구성동  476번지 2호 2호,충청남도 천안시 동남구 구성2길 11 (구성동),,천안세인트요양병원,2015-05-12 0:00,2023-07-14 0:18,요양병원(일반요양병원),214189.3793,366340.8054,의사,10,46,246,0,"정형외과,가정의학과,일반외과,신경외과,내과,소아청소년과,재활의학과,한방부인과,한방소아과,한방이비인후피부과,한방신경정신과,침구과,한방재활의학과,사상체질과","정형외과,가정의학과,일반외과,신경외과,내과,소아청소년과,재활의학과,한방부인과,한방소아과,한방이비인후피부과,한방신경정신과,침구과,한방재활의학과,사상체질과",,,,0,0,,,0,,시군구(위임)
246,병원,2015-03-04,1,영업/정상,1,정상,,,,,415366666,4114.45,,,충청남도 아산시 문화로 381 (모종동),,아산충무병원,2024-01-21 17:28,2024-01-23 2:40,종합병원,201705.3005,364215.9179,치과의사,312,148,551,4114.45,"(16개 과목)
내과, 신경외과, 정형외과, 외과, 산부인과, 마취통증의학과, 영상의학과, 치과, 직업환경의학과,  병리과, 신경과, 비뇨기과, 소아청소년과, 가정의학과, 응급의학과, 재활의학과","(16개 과목)
내과, 신경외과, 정형외과, 외과, 산부인과, 마취통증의학과, 영상의학과, 치과, 직업환경의학과,  병리과, 신경과, 비뇨기과, 소아청소년과, 가정의학과, 응급의학과, 재활의학과",,,,0,0,,,0,,시도
247,병원,2015-05-21,1,영업/정상,1,정상,,,,,414151075,,,충청남도 천안시 서북구 쌍용동  446번지 3호 3호,충청남도 천안시 서북구 충무로 143-7 (쌍용동),,바른한방병원,2021-01-11 21:04,2023-07-14 0:18,한방병원,210871.4677,365780.8906,한의사,11,13,67,1409,"-7개과목 : 한방내과,한방재활의학과,한방신경정신과,침구과,한방소아과,
한방부인과,재활의학과","-7개과목 : 한방내과,한방재활의학과,한방신경정신과,침구과,한방소아과,
한방부인과,재활의학과",,,,0,0,,,0,,시군구(위임)
248,병원,2015-05-27,1,영업/정상,1,정상,,,,,413515000,,,충청남도 당진시 채운동  1130번지,충청남도 당진시 남부로 138 (채운동),,석문회복기요양병원,2015-05-27 0:00,2023-07-14 0:18,요양병원(일반요양병원),167081.4041,375971.4667,의사,9,28,212,0,"재활의학과, 내과, 한방내과","재활의학과, 내과, 한방내과",,,,0,0,,,0,,시군구(위임)
249,병원,1996-05-01,1,영업/정상,1,정상,,,,,415707555,18263.12,,충청남도 천안시 서북구 쌍용동  542번지 3호 3호,충청남도 천안시 서북구 다가말3길 8 (쌍용동),,의료법인 영서의료재단 천안충무병원,2024-01-21 17:28,2024-01-23 2:40,종합병원,211676.8218,366239.6848,치과의사,367,88,413,18263.12,"(21개과목) 내과, 신경외과, 정형외과,외과, 산부인과, 마취통증학과, 영상의학과, 치과, 직업환환의학과, 진담감사의학과, 신경과, 비뇨기과, 소아청소년과, 가정의학과, 응급의학과, 안과, 성형외과, 한방내과, 정신과","(21개과목) 내과, 신경외과, 정형외과,외과, 산부인과, 마취통증학과, 영상의학과, 치과, 직업환환의학과, 진담감사의학과, 신경과, 비뇨기과, 소아청소년과, 가정의학과, 응급의학과, 안과, 성형외과, 한방내과, 정신과",,,,0,0,,,0,,시도
250,병원,2003-01-09,1,영업/정상,1,정상,,,,,415642875,,,충청남도 천안시 동남구 구성동  293번지 49호 49호,충청남도 천안시 동남구 충절로 283 (구성동),,고려치과병원,2020-04-28 10:21,2023-07-14 0:18,치과병원,214253.4038,365847.8052,치과의사,2,0,0,628,,,,,,0,0,,,0,,시군구(위임)
251,병원,2015-12-31,1,영업/정상,1,정상,,,,,415599921,,,충청남도 천안시 서북구 불당동  702번지,충청남도 천안시 서북구 검은들1길 12 (불당동),,천안나은병원,2017-05-05 13:31,2023-07-14 0:18,요양병원(일반요양병원),209744.3217,367691.3408,,3,45,226,0,,,,,,0,0,,,0,,시군구(위임)
252,병원,2016-07-23,1,영업/정상,1,정상,,,,,415682632,,,충청남도 천안시 서북구 두정동  68번지 1호 1호,충청남도 천안시 서북구 1공단1길 52 (두정동),,제중한방병원,2020-01-17 12:06,2023-07-14 0:18,한방병원,213076.3258,370130.3313,한의사,7,9,31,1265,,,,,,0,0,,,0,,시군구(위임)
253,병원,2017-03-16,1,영업/정상,1,정상,,,,,415552879,,,충청남도 천안시 서북구 불당동  1617번지,충청남도 천안시 서북구 불당33길 26 (불당동),,더보스톤치과병원,2021-01-11 20:59,2023-07-14 0:18,치과병원,209553.4241,367899.3411,치과의사,6,2,2,507,,,,,,0,0,,,0,,시군구(위임)
254,병원,2017-04-11,1,영업/정상,1,정상,,,,,,,,,"충청남도 아산시 문화로 379,  (모종동)층 (모종동)",,도솔한방병원,2020-03-23 23:02,2023-07-14 0:18,한방병원,201698.0463,364233.7748,한의사,11,19,68,1817,,,,,,0,0,,,0,,시군구(위임)
255,병원,1983-07-21,1,영업/정상,1,정상,,,,,419621111,27087,,충청남도 공주시 웅진동  266번지,충청남도 공주시 무령로 77 (웅진동),,충청남도 공주의료원,2024-01-21 17:28,2024-01-23 2:40,종합병원,209726.6911,328692.0952,의사,207,86,312,27087,,,,,,0,0,,,0,,시도
256,병원,2006-12-26,1,영업/정상,1,정상,,,,,,,,587번지 1호 1호,충청남도 연기군 서면 도신고복로 789-17,,조치원 노인전문병원,2011-11-07 0:00,2023-07-14 0:18,요양병원(노인병원),,,의사,9,25,119,0,"가정의학과, 내과, 신경과, 외과, 재활의학과","가정의학과, 내과, 신경과, 외과, 재활의학과",,,,0,0,,,0,,시군구(위임)
257,병원,2004-12-01,1,영업/정상,1,정상,,,,,418546701,,,충청남도 공주시 탄천면 덕지리 179번지 6호 6호,충청남도 공주시 탄천면 효자길 100,,주은라파스요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),205100.8197,310098.5954,,13,156,720,0,"내과,가정의학과,피부과,신경과,외과,정형외과,재활의학과,이비인후과,신경외과,한방내과, 한방재활의학과","내과,가정의학과,피부과,신경과,외과,정형외과,재활의학과,이비인후과,신경외과,한방내과, 한방재활의학과",,,,0,0,,,0,,시군구(위임)
258,병원,2003-11-06,1,영업/정상,1,정상,,,,,419352650,,,충청남도 보령시 대천동  154번지 17호 17호,충청남도 보령시 남대천로 14 (대천동),,통합요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),163595.3534,316904.5268,의사,0,38,188,0,,,,,,0,0,,,0,,시군구(위임)
259,병원,2008-12-23,1,영업/정상,1,정상,,,,,417367584,,,충청남도 논산시 연산면 한전리 346번지 7호 7호,충청남도 논산시 연산면 한전2길 49-26,,예향의료재단 예향요양병원,2016-10-17 8:21,2023-07-14 0:18,요양병원(일반요양병원),216728.5407,300342.7782,,17,86,380,0,"외과, 내과, 한방내과, 가정의학과","외과, 내과, 한방내과, 가정의학과",,,,0,0,,,0,,시군구(위임)
260,병원,2009-02-06,1,영업/정상,1,정상,,,,,415655511,,,충청남도 천안시 동남구 목천읍 신계리 394번지 3호 3호,충청남도 천안시 동남구 목천읍 충절로 794,,남경의료재단 남경요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),217792.9378,363014.2889,,5,62,318,0,"내과, 일반외과, 가정의학과, 신경과","내과, 일반외과, 가정의학과, 신경과",,,,0,0,,,0,,시군구(위임)
261,병원,2015-10-06,1,영업/정상,1,정상,,,,,415792244,,,충청남도 천안시 서북구 쌍용동  220번지 13호 13호,충청남도 천안시 서북구 서부대로 350 (쌍용동),,연세우일치과병원,2020-04-28 10:22,2023-07-14 0:18,치과병원,211224.4304,366355.2625,치과의사,4,0,0,1192,"구강악안면외과, 보철과, 보존과, 치주과, 교정과, 소아치과, 예방치과","구강악안면외과, 보철과, 보존과, 치주과, 교정과, 소아치과, 예방치과",,,,0,0,,,0,,시군구(위임)
262,병원,2005-09-09,1,영업/정상,1,정상,,,,,417512111,,,충청남도 금산군 남일면 황풍리 343번지 6호 6호,충청남도 금산군 남일면 무금로 2145,,금산효사랑요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),245463.1396,287037.0396,한의사,0,98,494,0,,,,,,0,0,,,0,,시군구(위임)
263,병원,2009-03-24,1,영업/정상,1,정상,,,,,415665119,,,충청남도 천안시 서북구 불당동  732번지 리치프라자,"충청남도 천안시 서북구 검은들3길 60, 리치프라자층 (불당동,리치프라자)",,마음애병원,2015-12-08 20:11,2023-07-14 0:18,정신병원,209759.6506,367613.1621,의사,9,23,121,0,정신과,정신과,,,,0,0,,,0,,시군구(위임)
264,병원,2008-01-10,1,영업/정상,1,정상,,,,,417456772,,,충청남도 논산시 강경읍 황산리 33번지 1호 1호,충청남도 논산시 강경읍 대흥로 45-1,,강경의료재단 다사랑요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),201008.6536,295214.8288,,9,28,192,0,"내과,외과,재활의학과,정형외과,비뇨기과,피부과,영상의학과,진단검사의학과,소아과 한방(내과,소아과,부인과),
침구과","내과,외과,재활의학과,정형외과,비뇨기과,피부과,영상의학과,진단검사의학과,소아과 한방(내과,소아과,부인과),
침구과",,,,0,0,,,0,,시군구(위임)
265,병원,2008-07-24,1,영업/정상,1,정상,,,,,416739800,,,충청남도 태안군 태안읍 남문리 702번지 1호 1호,충청남도 태안군 태안읍 동백로 310,,경희치과병원,2020-03-23 22:58,2023-07-14 0:18,치과병원,137766.3618,360930.3859,치과의사,2,0,0,627,"치과(보존과, 보철과, 교정과), 치주과, 구강악안면외과","치과(보존과, 보철과, 교정과), 치주과, 구강악안면외과",,,,0,0,,,0,,시군구(위임)
266,병원,2009-02-25,1,영업/정상,1,정상,,,,,418517500,,,충청남도 공주시 태봉동  361번지 4호 4호,충청남도 공주시 태봉위뜸길 25 (태봉동),,공주푸르메요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),208024.6862,323164.4714,,6,52,360,0,,,,,,0,0,,,0,,시군구(위임)
267,병원,2003-03-28,1,영업/정상,1,정상,,,,,416306114,,,충청남도 홍성군 홍성읍 고암리 572번지 3호 3호,충청남도 홍성군 홍성읍 조양로 224,,충청남도립 홍성 노인전문병원,2016-07-25 16:26,2023-07-14 0:18,요양병원(노인병원),170791.4787,344251.4483,,13,18,92,3423,"피부과, 신경과, 신경외과, 내과, 정형외과, 일반외과, 한방내과 등 7개 과목","피부과, 신경과, 신경외과, 내과, 정형외과, 일반외과, 한방내과 등 7개 과목",,,,0,0,,,0,,시군구(위임)
268,병원,2004-12-18,1,영업/정상,1,정상,,,,,415520005,,,충청남도 천안시 서북구 성정동  1535번지,충청남도 천안시 서북구 동서대로 129 (성정동),,가온치과병원,2022-07-26 16:38,2023-07-14 0:18,치과병원,212220.7829,369427.9635,치과의사,8,4,6,1690,"치과,마취통증의학과","치과,마취통증의학과",,,,0,0,,,0,,시군구(위임)
269,병원,2012-10-24,1,영업/정상,1,정상,,,,,419426600,,,충청남도 청양군 청양읍 읍내리 221번지 4호 4호,충청남도 청양군 청양읍 중앙로 151,,청양요양병원,2016-10-13 8:36,2023-07-14 0:18,요양병원(일반요양병원),182284.8367,328046.5672,,4,13,89,0,"내과, 외과, 정형외과, 재활의학과, 가정의학과, 신경외과(계 6개 과목)","내과, 외과, 정형외과, 재활의학과, 가정의학과, 신경외과(계 6개 과목)",,,,0,0,,,0,,시군구(위임)
270,병원,2012-12-04,1,영업/정상,1,정상,,,,,415428118,,,충청남도 아산시 도고면 와산리 53번지 3호 3호,충청남도 아산시 도고면 온천대로 697,,광덕의료재단 도고온천 요양병원,2014-04-09 0:00,2023-07-14 0:18,요양병원(일반요양병원),193076.7916,362665.3269,,3,36,286,0,"내과, 가정의학과, 재활의학과","내과, 가정의학과, 재활의학과",,,,0,0,,,0,,시군구(위임)
271,병원,2008-10-23,1,영업/정상,1,정상,,,,,419536215,,,충청남도 서천군 종천면 종천리 37번지 7호 7호,충청남도 서천군 종천면 충서로302번길 88-12,,서천군립노인요양병원,2015-01-06 0:00,2023-07-14 0:18,요양병원(일반요양병원),168987.9243,289922.3929,,7,64,400,0,"내과, 신경과, 외과","내과, 신경과, 외과",,,,0,0,,,0,,시군구(위임)
272,병원,2014-01-07,1,영업/정상,1,정상,,,,,,,,충청남도 논산시 반월동  184번지 25호 25호,충청남도 논산시 해월로 123 (반월동),,한마음요양병원,2016-10-25 12:41,2023-07-14 0:18,요양병원(일반요양병원),207234.1641,300241.9257,의사,19,46,318,0,"내과, 외과, 신경과, 가정의학과","내과, 외과, 신경과, 가정의학과",,,,0,0,,,0,,시군구(위임)
273,병원,1982-05-04,1,영업/정상,1,정상,,,,,417332191,3742.45,,충청남도 논산시 취암동 산21번지 14호 14호,충청남도 논산시 시민로294번길 14 (취암동),,의료법인 백제병원,2024-01-03 11:04,2024-01-05 2:40,종합병원,208367.0424,299110.8114,,235,127,569,3742.45,"내과,외과,소아청소년과, 정형외과,마취통증의학과, 전신건강의학과, 신경외과, 치과, 안과, 비뇨기과, 진단검사의학과, 영상의학과, 이비인후과, 
산부인과, 가정의학과, 신경과, 재활의학과, 직업환경의학과, 흉부외과(19개 과목)","내과,외과,소아청소년과, 정형외과,마취통증의학과, 전신건강의학과, 신경외과, 치과, 안과, 비뇨기과, 진단검사의학과, 영상의학과, 이비인후과, 
산부인과, 가정의학과, 신경과, 재활의학과, 직업환경의학과, 흉부외과(19개 과목)",,,,0,0,,,0,,시도
274,병원,1988-05-24,1,영업/정상,1,정상,,,,,415707200,28751,,충청남도 천안시 동남구 삼룡동 산41번지 13호 13호,충청남도 천안시 동남구 충절로 537 (삼룡동),,충청남도 천안의료원,2024-01-21 17:24,2024-01-23 2:40,종합병원,216003.3025,363803.6042,의사,243,91,326,28751,"내과, 외과, 산부인과, 소아청소년과, 정형외과, 치과, 영상의학과, 진단검사의학과, 마취통증의학과, 신경과, 응급의학과, 가정의학과, 병리과, 재활의학과,신경외과(계 15개 과목)","내과, 외과, 산부인과, 소아청소년과, 정형외과, 치과, 영상의학과, 진단검사의학과, 마취통증의학과, 신경과, 응급의학과, 가정의학과, 병리과, 재활의학과,신경외과(계 15개 과목)",,,,0,0,,,0,,시도
275,병원,2019-03-20,1,영업/정상,1,정상,,,,,7041604857,,,충청남도 천안시 서북구 불당동  1815번지 0호 0호,충청남도 천안시 서북구 불당34길 25-2 (불당동),,메디인한방병원,2021-01-11 20:58,2023-07-14 0:18,한방병원,209405.3946,367347.9635,한의사,9,13,34,1718.64,,,,,,0,0,,,0,,시군구(위임)
276,병원,2009-04-23,1,영업/정상,1,정상,,,,,419342633,,,충청남도 보령시 화산동  230번지 12호 12호,충청남도 보령시 옥마로 277 (화산동),,시안의료재단 보령엘피스병원,2017-03-16 16:17,2023-07-14 0:18,정신병원,165982.4004,317240.9554,의사,8,23,201,0,"정신과, 가정의학과","정신과, 가정의학과",,,,0,0,,,0,,시군구(위임)
277,병원,1978-12-30,1,영업/정상,1,정상,,,,,419305114,8160,,충청남도 보령시 죽정동  1번지,충청남도 보령시 죽성로 136 (죽정동),,재단법인 아산사회복지재단 부속 보령아산병원,2024-01-21 17:28,2024-01-23 2:40,종합병원,166116.3135,320033.869,,100,78,254,8160,"내과, 외과, 소아청소년과, 산부인과, 정형외과, 영상의학과, 마취통증의학과, 진단검사의학과, 신경과, 비뇨기과, 가정의학과, 응급의학과","내과, 외과, 소아청소년과, 산부인과, 정형외과, 영상의학과, 마취통증의학과, 진단검사의학과, 신경과, 비뇨기과, 가정의학과, 응급의학과",,,,0,0,,,0,,시도
278,병원,2009-08-26,1,영업/정상,1,정상,,,,,,,,충청남도 아산시 배방읍 세교리 348번지 5호 5호,충청남도 아산시 배방읍 휴대세교길 101,,의료법인정빈의료재단아산정신병원,2017-03-16 16:17,2023-07-14 0:18,정신병원,209224.196,364012.3583,,26,138,842,0,,,,,,0,0,,,0,,시군구(위임)
279,병원,2009-12-14,1,영업/정상,1,정상,,,,,419351166,,,충청남도 보령시 청라면 장산리 828번지 8호 8호,충청남도 보령시 청라면 질재로 373,,보령시립노인전문병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(노인병원),164830.3953,322833.0103,의사,7,46,240,0,,,,,,0,0,,,0,,시군구(위임)
280,병원,1997-11-08,1,영업/정상,1,정상,,,,,418572601,,,충청남도 공주시 반포면 봉곡리산1번지,충청남도 공주시 반포면 반포초교길 253,,국립법무병원,2013-09-30 0:00,2023-07-14 0:18,정신병원,221242.9335,323430.4677,,0,304,2400,0,,,,,,0,0,,,0,,시군구(위임)
281,병원,2012-12-31,1,영업/정상,1,정상,,,,,416317541,,,충청남도 홍성군 홍성읍 옥암리 124번지 5호 5호,충청남도 홍성군 홍성읍 충서로 1341,,신동환병원,2014-08-18 0:00,2023-07-14 0:18,정신병원,168840.2918,343823.5359,의사,2,58,230,0,,,,,,0,0,,,0,,시군구(위임)
282,병원,2010-08-31,1,영업/정상,1,정상,,,,,413572875,,,,"충청남도 당진시 당진중앙2로 103-8, 진원스타타워층 (읍내동)",,이손의료재단 당진이치과병원,2020-03-23 23:03,2023-07-14 0:18,치과병원,166994.7324,377065.7607,치과의사,3,3,3,1042,,,,,,0,0,,,0,,시군구(위임)
283,병원,2019-04-25,1,영업/정상,1,정상,,,,,414103430,,,충청남도 천안시 서북구 불당동  1537번지 1호 1호,"충청남도 천안시 서북구 불당21로 71-0, 정석프라자8,9층층 (불당동)",,재단법인 자생의료재단 천안자생한방병원,2021-01-11 21:05,2023-07-14 0:18,한방병원,209581.6233,367955.3678,한의사,21,17,68,2062.93,,,,,,0,0,,,0,,시군구(위임)
