시군명,사업장명,소재지우편번호,소재지도로명주소,소재지지번주소,인허가일자,영업상태명,폐업일자,의료기관종별명,병상수(개),의료인수(명),입원실수(개),진료과목내용,연면적(㎡),WGS84위도,WGS84경도
시흥시,연세더바로병원,14911,"경기도 시흥시 수인로 3330, 301호, 4~8층 (대야동)",경기도 시흥시 대야동 418-57,2023-02-28,영업중,,병원,80,71,24,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 직업환경의학과",4183.44,37.4394213382,126.7887796369
시흥시,의료법인 풍진의료재단 스마트허브병원,15079,"경기도 시흥시 공단1대로 263, 스마트허브 N-CITY 지하01호, 121호, 127호, 153호 (정왕동)","경기도 시흥시 정왕동 1277-6번지 스마트허브 N-CITY 지하01호, 121호, 127호, 153호",2018-07-06,영업중,,병원,100,6,34,"내과, 신경과, 정형외과, 마취통증의학과, 소아청소년과, 피부과, 비뇨의학과, 재활의학과, 가정의학과, 침구과",1929.13,37.3355169750,126.7305296305
시흥시,은혜병원,429-861,경기도 시흥시 평안상가5길 20 (정왕동),"경기도 시흥시 정왕동 1784-5 1층,2층 일부",2008-07-14,취소/말소/만료/정지/중지,2014-05-02,병원,0,5,0,"내과, 신경과, 재활의학과",1870.08,37.3354631476,126.7473839074
시흥시,참조은병원,429-020,경기도 시흥시 수인로3325번길 5 (신천동),경기도 시흥시 신천동 779번지 8호,2013-12-17,폐업,2014-04-15,병원,67,4,18,"내과, 외과, 정형외과, 영상의학과, 진단검사의학과",1670.33,37.4384494234,126.7890375230
시흥시,시흥배곧병원,15011,"경기도 시흥시 서울대학로264번길 44-4, 에스프라자 3,4,5층 301~311, 401~412, 509~511호 (정왕동)",경기도 시흥시 정왕동 2536번지 에스프라자,2019-01-07,폐업,2020-12-24,병원,65,2,20,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과, 응급의학과",2045.9,37.3671759068,126.7282075179
시흥시,수앤수병원,15066,경기도 시흥시 중심상가4길 10 (정왕동),경기도 시흥시 정왕1동 1739번지 1호,2011-09-05,폐업,2016-08-26,병원,59,6,12,"내과, 외과, 정형외과, 신경외과, 성형외과, 피부과, 비뇨의학과, 가정의학과",1334.96,37.3444723305,126.7382282481
시흥시,강남병원,429-831,경기도 시흥시 수인로3325번길 5 (신천동),경기도 시흥시 신천동 779-8  지하1층~4층,2006-04-17,폐업,2013-09-16,병원,77,3,23,"내과, 외과, 정형외과, 영상의학과, 재활의학과, 가정의학과",1402.09,37.4384494234,126.7890375230
시흥시,시흥성모병원,429-020,경기도 시흥시 수인로3325번길 5 (신천동),경기도 시흥시 신천동 779번지 8호,2014-10-23,폐업,2015-03-23,병원,31,6,7,"내과, 신경과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 영상의학과, 재활의학과, 가정의학과, 응급의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",1418.92,37.4384494234,126.7890375230
시흥시,시흥한성병원,14912,경기도 시흥시 비둘기공원1길 7,"경기도 시흥시 대야동 529-4 1층 일부,2~8층",2008-05-23,폐업,2009-05-22,병원,136,6,0,"내과, 외과, 정형외과, 신경외과, 마취통증의학과",0,37.4422280039,126.7893522131
시흥시,시흥신천제일병원,14910,경기도 시흥시 호현로10번길 7-1,"경기도 시흥시 신천동 707-3  1층 일부,3,4,5층6층 일부",2008-07-17,폐업,2011-07-15,병원,150,2,0,"내과, 신경과, 정형외과, 재활의학과, 가정의학과",2179.98,37.4414045713,126.7843408342
시흥시,대원병원,15066,경기도 시흥시 중심상가4길 10,경기도 시흥시 정왕동 1739-1 지하1층~지상4층,2000-10-27,폐업,2009-03-03,병원,79,4,0,"정형외과, 마취통증의학과, 가정의학과",1440.32,37.3444723305,126.7382282481
시흥시,연성중앙병원,15002,경기도 시흥시 장곡로37번길 20 (장곡동),경기도 시흥시 장곡동 811번지 8호,2001-01-22,폐업,2015-11-25,병원,113,6,21,"내과, 외과, 정형외과, 신경외과, 소아청소년과",3426.95,37.3775156140,126.7842706690
시흥시,시흥21세기 병원,14912,경기도 시흥시 비둘기공원1길 7 (대야동),경기도 시흥시 대야동 529번지 4호,2009-10-20,폐업,2017-12-07,병원,126,18,29,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",3238.18,37.4422280039,126.7893522131
시흥시,의료법인 풍진의료재단 스마트허브병원,15079,"경기도 시흥시 공단1대로 263, 스마트허브 N-CITY 지하01호, 121호, 127호, 153호 (정왕동)","경기도 시흥시 정왕동 1277-6번지 스마트허브 N-CITY 지하01호, 121호, 127호, 153호",2018-07-06,휴업,,병원,100,6,34,"내과, 신경과, 정형외과, 마취통증의학과, 소아청소년과, 피부과, 비뇨의학과, 재활의학과, 가정의학과, 침구과",1929.13,37.3355169750,126.7305296305
시흥시,의료법인 대아의료재단 시흥한도병원,15002,경기도 시흥시 장곡로37번길 20 (장곡동),경기도 시흥시 장곡동 811번지 8호,2018-03-02,휴업,,병원,100,4,27,"내과, 외과, 정형외과, 영상의학과",3605.91,37.3775156140,126.7842706690
안산시,동안산병원,15274,경기도 안산시 상록구 월피로 88 (월피동),경기도 안산시 상록구 월피동 466번지,2001-11-20,영업/정상,,병원,111,58,31,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과",5480.73,37.3356289696,126.8531448062
안산시,제이케이병원,15261,"경기도 안산시 단원구 예술대학로4길 10, 지하1, 1~3층 (고잔동, 지디스요양원)",경기도 안산시 단원구 고잔동 642번지 5호,2015-10-19,영업/정상,,병원,46,13,10,"내과, 신경과, 재활의학과, 가정의학과, 한방내과, 한방재활의학과, 침구과",902.2,37.3308327906,126.8399339651
안산시,안산튼튼병원,15512,"경기도 안산시 상록구 도매시장로 4 (이동, 광덕빌딩)",경기도 안산시 상록구 이동 593번지 1호,2008-01-31,영업/정상,,병원,67,42,16,"내과, 정신건강의학과, 정형외과, 신경외과, 영상의학과",2161.38,37.3078511863,126.8569487324
안산시,박진영병원,15461,"경기도 안산시 단원구 광덕대로 181, 2층, 6,7층일부층 (고잔동, BYC빌딩)","경기도 안산시 단원구 고잔동 706번지 5호 2층, 7층(일부)",2010-01-07,영업/정상,,병원,67,37,18,"내과, 정형외과, 신경외과, 영상의학과",2495,37.3128083603,126.8292691114
안산시,안산21세기병원,15272,경기도 안산시 단원구 보화로 50 (고잔동),경기도 안산시 단원구 고잔동 616-2번지,2009-07-31,영업/정상,,병원,136,83,38,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",8398.77,37.3306872610,126.8316725345
안산시,고든병원,15360,"경기도 안산시 단원구 고잔로 76, 영풍빌딩 408호일부, 409호, 501~502호, 506호 (고잔동)","경기도 안산시 단원구 고잔동 533-3번지 영풍빌딩 408호일부, 409호, 501~502호, 506호",2015-01-23,영업/정상,,병원,45,27,14,"내과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",1750.7,37.3188431542,126.8348698090
안산시,클래스병원,15357,"경기도 안산시 단원구 적금로1길 11, SR노빌리안 3~6층 (고잔동)",경기도 안산시 단원구 고잔동 520-2 SR노빌리안,2023-10-27,영업/정상,,병원,89,37,27,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과",3368,37.3182865224,126.8272905297
안산시,온누리병원,15217,경기도 안산시 단원구 선부로 201 (선부동),"경기도 안산시단원구 선부동 1087-27, 28",1997-02-19,영업/정상,,병원,122,96,34,"내과, 신경과, 외과, 정형외과, 마취통증의학과, 소아청소년과, 영상의학과",4924.75,37.3419367346,126.8175173961
안산시,두손병원,15368,경기도 안산시 단원구 선부광장1로 114 (선부동),경기도 안산시 단원구 선부동 1077-4번지,2001-02-12,영업/정상,,병원,127,62,30,"정형외과, 성형외과",5857.09,37.3328842539,126.8123841701
안산시,에이스병원,15353,"경기도 안산시 단원구 화랑로 376, B1, 1층 일부, 2~5층 (고잔동)","경기도 안산시 단원구 고잔동 523번지 B1, 1층 일부, 2~5층",2015-03-27,영업/정상,,병원,96,92,23,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",4348.17,37.3209928452,126.8292640991
안산시,장동욱병원,15434,"경기도 안산시 단원구 동산로 60, 3층 (원시동)",경기도 안산시 단원구 원시동 777번지 6호,2008-05-16,영업/정상,,병원,34,11,7,"내과, 정형외과, 마취통증의학과",998.41,37.3129549884,126.7970711887
안산시,안산 마루병원,15494,"경기도 안산시 상록구 광덕1로 385, 엔타운 6~7층 (이동)",경기도 안산시 상록구 이동 715 엔타운,2023-04-27,영업/정상,,병원,99,40,32,"내과, 재활의학과, 한방내과, 한방재활의학과",2672.81,37.3090490579,126.8518153123
안산시,세창의료재단우성여성병원,15359,경기도 안산시 단원구 고잔로 58-10 (고잔동),"경기도 안산시 단원구 고잔동 529-3 지1층~4층,6~7층",1999-06-19,영업/정상,,병원,30,31,16,"외과, 마취통증의학과, 산부인과, 소아청소년과, 영상의학과, 병리과",3130.88,37.3184573963,126.8319952744
안산시,치항병원,15359,경기도 안산시 단원구 고잔2길 2 (고잔동),경기도 안산시 단원구 고잔동 531,2000-01-26,영업/정상,,병원,52,20,29,"내과, 외과",2968.22,37.3177233007,126.8312907592
안산시,기둥병원,15532,"경기도 안산시 상록구 상록수로 34, 뉴라성관광호텔 2층 일부, 3 층 (본오동)","경기도 안산시 상록구 본오동 874번지 뉴라성관광호텔 2층 일부, 3 층",2011-01-03,영업/정상,,병원,61,16,16,"내과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 영상의학과, 재활의학과, 가정의학과",2890.83,37.3021011745,126.8637678471
안산시,한빛여성병원,15477,경기도 안산시 단원구 광덕동로 53 (고잔동),경기도 안산시 단원구 고잔동 774-1,2001-04-06,영업/정상,,병원,51,16,30,"마취통증의학과, 산부인과, 소아청소년과",2972.69,37.3091477016,126.8322694876
안산시,케이에스병원,15359,"경기도 안산시 단원구 고잔로 54, 203,302~303호 (고잔동, 에이스타워)","경기도 안산시 단원구 고잔동 529-1번지 에이스타워 203,302~303호",2011-03-03,영업/정상,,병원,34,10,11,"정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 재활의학과",1058.26,37.3190531042,126.8321367215
안산시,의료법인서전의료재단한사랑병원,15494,경기도 안산시 상록구 광덕1로 345 (이동),경기도 안산시 상록구 이동 714-6번지,2011-04-19,영업/정상,,병원,64,51,23,"내과, 외과, 마취통증의학과, 소아청소년과",4158.91,37.3071016672,126.8484580152
안산시,안산튼튼병원,15512,"경기도 안산시 상록구 도매시장로 4 (이동, 광덕빌딩)",경기도 안산시 상록구 이동 593번지 1호,2008-01-31,영업중,,병원,67,43,16,"내과, 정신건강의학과, 정형외과, 신경외과, 영상의학과",2161.38,37.3078511863,126.8569487324
안산시,의료법인서전의료재단한사랑병원,15494,경기도 안산시 상록구 광덕1로 345 (이동),경기도 안산시 상록구 이동 714-6번지,2011-04-19,영업중,,병원,64,51,23,"내과, 외과, 마취통증의학과, 소아청소년과",4158.91,37.3071016672,126.8484580152
안산시,온누리병원,15217,경기도 안산시 단원구 선부로 201 (선부동),"경기도 안산시단원구 선부동 1087-27, 28",1997-02-19,영업중,,병원,122,96,34,"내과, 신경과, 외과, 정형외과, 마취통증의학과, 소아청소년과, 영상의학과",4924.75,37.3419367346,126.8175173961
안산시,클래스병원,15357,"경기도 안산시 단원구 적금로1길 11, SR노빌리안 3~6층 (고잔동)",경기도 안산시 단원구 고잔동 520-2 SR노빌리안,2023-10-27,영업중,,병원,89,35,27,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과",3368,37.3182865224,126.8272905297
안산시,두손병원,15368,경기도 안산시 단원구 선부광장1로 114 (선부동),경기도 안산시 단원구 선부동 1077-4번지,2001-02-12,영업중,,병원,127,66,30,"정형외과, 성형외과",5857.09,37.3328842539,126.8123841701
안산시,기둥병원,15532,"경기도 안산시 상록구 상록수로 34, 뉴라성관광호텔 2층 일부, 3 층 (본오동)","경기도 안산시 상록구 본오동 874번지 뉴라성관광호텔 2층 일부, 3 층",2011-01-03,영업중,,병원,61,16,16,"내과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 영상의학과, 재활의학과, 가정의학과",2890.83,37.3021011745,126.8637678471
안산시,한빛여성병원,15477,경기도 안산시 단원구 광덕동로 53 (고잔동),경기도 안산시 단원구 고잔동 774-1,2001-04-06,영업중,,병원,51,16,30,"마취통증의학과, 산부인과, 소아청소년과",2972.69,37.3091477016,126.8322694876
안산시,동안산병원,15274,경기도 안산시 상록구 월피로 88 (월피동),경기도 안산시 상록구 월피동 466번지,2001-11-20,영업중,,병원,111,58,31,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과",5480.73,37.3356289696,126.8531448062
안산시,안산 마루병원,15494,"경기도 안산시 상록구 광덕1로 385, 엔타운 6~7층 (이동)",경기도 안산시 상록구 이동 715 엔타운,2023-04-27,영업중,,병원,99,39,32,"내과, 재활의학과, 한방내과, 한방재활의학과",2672.81,37.3090490579,126.8518153123
안산시,고든병원,15360,"경기도 안산시 단원구 고잔로 76, 영풍빌딩 408호일부, 409호, 501~502호, 506호 (고잔동)","경기도 안산시 단원구 고잔동 533-3번지 영풍빌딩 408호일부, 409호, 501~502호, 506호",2015-01-23,영업중,,병원,45,26,14,"내과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",1750.7,37.3188431542,126.8348698090
안산시,반월우리병원,425-852,"경기도 안산시 단원구 산단로 278 (원시동, 반월하이테크 2층)","경기도 안산시 단원구 원시동 768-5 반월하이테크2층 201호,211호",2012-05-24,취소/말소/만료/정지/중지,2014-11-18,병원,32,2,5,"내과, 외과, 정형외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 가정의학과",1055.43,37.3199166524,126.7885304136
안산시,한국병원(구 고려반월병원),426-210,경기도 안산시 상록구 건건로 56 (건건동),경기도 안산시 상록구 건건동 644번지 3호,2009-06-22,폐업,2014-09-01,병원,50,10,15,"내과, 외과, 정형외과, 소아청소년과, 한방내과",3747.65,37.3060741227,126.9031500644
안산시,의료법인상록의료재단상록병원,15566,경기도 안산시 상록구 선암로 40 (본오동),경기도 안산시 상록구 본오1동 948번지 11호,2005-08-17,폐업,2007-04-06,병원,0,5,0,"내과, 소아청소년과",1722,37.2884869029,126.8631379166
안산시,안산명성병원,15433,"경기도 안산시 단원구 산단로 278 (원시동,반월하이테크빌리지 201,211호)","경기도 안산시 단원구 원시동 768번지 5호 반월하이테크빌리지 201,211호",2010-04-27,폐업,2010-07-30,병원,30,4,4,"내과, 외과, 정형외과, 마취통증의학과, 재활의학과",643.95,37.3199166524,126.7885304136
안산시,의료법인대아의료재단 안산21세기병원,15272,경기도 안산시 단원구 보화로 50,경기도 안산시단원구 고잔동 616-2 외 2필지,2008-09-26,폐업,2009-07-30,병원,140,65,26,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과",8398.78,37.3306872610,126.8316725345
안산시,고든병원,15360,"경기도 안산시 단원구 고잔로 76 (고잔동,영풍맘모스프라자 407~409호, 5층)","경기도 안산시 단원구 고잔2동 533번지 3호 영풍맘모스프라자 407~409호, 5층",2010-11-17,폐업,2015-01-23,병원,66,22,18,"내과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",3249.1,37.3188431542,126.8348698090
안산시,안산우리병원,15455,"경기도 안산시 단원구 원포공원1로 49 (초지동,101~105,135,137,140~144,203,209~219,312호)","경기도 안산시 단원구 초지동 743번지 4호 101~105,135,137,140~144,203,209~219,312호",2006-12-15,폐업,2011-06-08,병원,120,54,18,"내과, 외과, 정형외과, 신경외과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과",3204.64,37.3024442599,126.8123003438
안산시,세화병원,15532,경기도 안산시 상록구 용신로 355 (본오동),경기도 안산시 상록구 본오3동 877번지 11호,2000-07-27,폐업,2023-08-28,병원,110,50,26,"내과, 신경과, 외과, 정형외과, 마취통증의학과, 영상의학과",3317.83,37.3020441979,126.8615567454
안산시,고잔병원,15470,경기도 안산시 단원구 광덕동로 81,경기도 안산시 단원구 고잔동 768-3 드림프라자 302-306,2007-04-04,폐업,2010-06-29,병원,50,19,14,"내과, 외과, 정형외과, 소아청소년과, 피부과, 비뇨의학과",792.07,37.3116906103,126.8324501276
안산시,우경조병원,15359,경기도 안산시 단원구 중앙대로 861 (고잔동),경기도 안산시단원구 고잔동 531-4,2008-10-24,폐업,2016-02-29,병원,112,10,23,"내과, 정형외과, 신경외과, 마취통증의학과",5219.48,37.3174036010,126.8321400308
안산시,베스트원병원,15568,경기도 안산시 상록구 본오로 46-1 (본오동),경기도 안산시 상록구 본오동 720번지,2015-04-30,폐업,2016-01-16,병원,52,9,11,"내과, 외과, 정형외과, 신경외과, 소아청소년과, 이비인후과, 피부과, 가정의학과, 한방내과, 침구과",694.8,37.2891628036,126.8664715902
안산시,명성병원,15433,경기도 안산시 단원구 산단로 278,경기도 안산시 단원구 원시동768-5 반월하이테크빌리지A동 201.211호,2008-03-27,폐업,2010-03-30,병원,30,5,4,"내과, 정형외과, 재활의학과",643.95,37.3199166524,126.7885304136
안산시,새우리병원,15476,"경기도 안산시 단원구 광덕2로 164-4 (고잔동,대선빌딩 1층~4층)",경기도 안산시 단원구 고잔동 716번지 1호  대선빌딩 1층~4층,2011-01-13,폐업,2012-09-14,병원,30,14,6,"내과, 외과, 정형외과, 신경외과, 소아청소년과, 피부과, 비뇨의학과",1582.9,37.3094499592,126.8283397503
안산시,중앙안산병원,425-831,"경기도 안산시 단원구 선부광장1로 56 (선부동, 일성이즈마트빌딩 3층)",경기도 안산시 단원구 선부동 1076-1 일성이즈마트빌딩 3층,1996-12-10,폐업,2013-09-30,병원,33,3,5,"내과, 외과, 정형외과, 산부인과",576.67,37.3365972746,126.8107247480
안산시,안산바른병원,15630,"경기도 안산시 상록구 초당로 54 (사동, 경희본한방병원)",경기도 안산시 상록구 사동 1398번지 1호,2017-08-25,폐업,2019-03-08,병원,46,5,10,"내과, 정형외과, 소아청소년과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",1162,37.2846394091,126.8534235772
안산시,안산이레병원(구 동산병원),426-817,경기도 안산시 상록구 선암로 40 (본오동),"경기도 안산시 상록구 본오1동 948번지 11호 지상1층 일부, 2~5층, 7층일부",2008-09-18,폐업,2014-02-04,병원,105,11,22,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 마취통증의학과, 산부인과, 소아청소년과, 피부과, 가정의학과",1698.03,37.2884869029,126.8631379166
안산시,안산제일병원,15461,경기도 안산시 단원구 광덕서로 100,경기도 안산시 단원구 고잔1동  704-2번지 2층,2009-03-12,폐업,2010-12-29,병원,60,27,16,"내과, 외과, 정형외과, 신경외과, 소아청소년과, 피부과, 비뇨의학과",909,37.3135475014,126.8276826053
안성시,허리편한 병원,17564,경기도 안성시 공도읍 진건중길 9,경기도 안성시 공도읍 진사리 13번지,2008-04-17,영업/정상,,병원,59,15,16,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과",2280.06,36.9944639710,127.1423349125
안성시,안성동인병원,17583,경기도 안성시 인지1길 9 (인지동),인지동 412,2002-01-03,영업/정상,,병원,59,17,12,"내과, 신경과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 마취통증의학과, 소아청소년과, 비뇨의학과, 영상의학과",2179,37.0052394653,127.2667979050
안양시,평촌서울나우병원,14058,"경기도 안양시 동안구 시민대로 372, 평촌서울나우병원 (관양동)",경기도 안양시 동안구 관양동 900-4 평촌서울나우병원,2015-02-17,영업/정상,,병원,95,85,29,"내과, 정형외과, 마취통증의학과, 영상의학과",8260.95,37.3959060084,126.9714898628
안양시,평촌우리병원,13919,"경기도 안양시 동안구 관악대로 221, 지하2~지상7층 (비산동)",경기도 안양시 동안구 비산동 246-3번지 지하2~지상7층,2013-07-26,영업/정상,,병원,85,51,20,"내과, 신경과, 외과, 정형외과, 신경외과, 산부인과, 소아청소년과, 영상의학과",4502.78,37.4010609932,126.9476364999
안양시,의료법인 토마스의료재단 안양윌스기념병원,14112,"경기도 안양시 동안구 경수대로 560, 안양남부새마을금고 2-8층 (호계동)",경기도 안양시 동안구 호계동 995-4번지 안양남부새마을금고 2-8층,2012-02-01,영업/정상,,병원,100,96,17,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 피부과, 비뇨의학과, 영상의학과",6126.27,37.3727618917,126.9582460427
안양시,국제나은병원,14030,경기도 안양시 만안구 안양로223번길 5 (안양동),경기도 안양시 만안구 안양동 456-1번지,2007-09-04,영업/정상,,병원,125,85,32,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 가정의학과, 직업환경의학과",9555.06,37.3929072990,126.9257119306
안양시,시대병원,14121,"경기도 안양시 동안구 엘에스로 37, 2~5층 (호계동)",경기도 안양시 동안구 호계동 712,2022-12-19,영업/정상,,병원,37,6,11,"내과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 재활의학과, 가정의학과",2800,37.3672132057,126.9551463807
안양시,민정형외과병원,13988,"경기도 안양시 만안구 안양로 375, 유연빌딩(지하1층~6층) (안양동)",경기도 안양시 만안구 안양동 838번지 12호 유연빌딩(지하1층~6층),2018-06-18,영업/정상,,병원,36,11,13,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",1613.49,37.4044621318,126.9163586088
안양시,봄빛병원,14072,경기도 안양시 동안구 평촌대로211번길 26 (호계동),경기도 안양시 동안구 호계동 1049-3번지,1998-02-21,영업/정상,,병원,60,57,34,"내과, 마취통증의학과, 산부인과, 소아청소년과, 영상의학과, 가정의학과",8055.68,37.3902223910,126.9545167277
안양시,하늘빛재활의학병원,13955,경기도 안양시 동안구 경수대로 887(비산동),경기도 안양시 동안구 비산동 466-5,2012-04-03,영업/정상,,병원,120,40,31,"내과, 정형외과, 신경외과, 재활의학과",5491.82,37.3965155353,126.9375357580
안양시,의료법인서원의료재단김형근예병원,13949,"경기도 안양시 동안구 관악대로 458, 지하1층~지상8층 (관양동, 서진빌딩,456의2층~3층)","경기도 안양시 동안구 관양동 1480-1번지 서진빌딩,456의2층~3층 지하1층~지상8층",2001-07-31,영업/정상,,병원,56,22,12,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과",2797.27,37.4037381910,126.9733443658
안양시,그린재활의학과병원,14055,"경기도 안양시 동안구 시민대로 311, 4층 (관양동, 금강스마트빌딩)",경기도 안양시 동안구 관양동 1746번지 금강스마트빌딩 4층,2008-10-10,영업/정상,,병원,124,33,28,재활의학과,2429,37.3961005970,126.9646533740
안양시,아벤스병원,13936,"경기도 안양시 동안구 관평로 307, 지하1층, 1층-5층 (관양동, 아벤스병원)","경기도 안양시 동안구 관양동 1400-5번지 아벤스병원 지하1층, 1층-5층",2008-10-15,영업/정상,,병원,139,38,33,"외과, 재활의학과",4042.9,37.4039698630,126.9568124491
안양시,봄빛병원,14072,경기도 안양시 동안구 평촌대로211번길 26 (호계동),경기도 안양시 동안구 호계동 1049-3번지,1998-02-21,영업중,,병원,60,57,34,"내과, 마취통증의학과, 산부인과, 소아청소년과, 영상의학과, 가정의학과",8055.68,37.3902223910,126.9545167277
안양시,하늘빛재활의학병원,13955,경기도 안양시 동안구 경수대로 887(비산동),경기도 안양시 동안구 비산동 466-5,2012-04-03,영업중,,병원,120,40,31,"내과, 정형외과, 신경외과, 재활의학과",5491.82,37.3965155353,126.9375357580
안양시,국제나은병원,14030,경기도 안양시 만안구 안양로223번길 5 (안양동),경기도 안양시 만안구 안양동 456-1번지,2007-09-04,영업중,,병원,125,85,32,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 가정의학과, 직업환경의학과",9555.06,37.3929072990,126.9257119306
안양시,그린재활의학과병원,14055,"경기도 안양시 동안구 시민대로 311, 4층 (관양동, 금강스마트빌딩)",경기도 안양시 동안구 관양동 1746번지 금강스마트빌딩 4층,2008-10-10,영업중,,병원,124,34,28,재활의학과,2429,37.3961005970,126.9646533740
안양시,의료법인서원의료재단김형근예병원,13949,"경기도 안양시 동안구 관악대로 458, 지하1층~지상8층 (관양동, 서진빌딩,456의2층~3층)","경기도 안양시 동안구 관양동 1480-1번지 서진빌딩,456의2층~3층 지하1층~지상8층",2001-07-31,영업중,,병원,56,22,12,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과",2797.27,37.4037381910,126.9733443658
안양시,평촌서울나우병원,14058,"경기도 안양시 동안구 시민대로 372, 평촌서울나우병원 (관양동)",경기도 안양시 동안구 관양동 900-4 평촌서울나우병원,2015-02-17,영업중,,병원,95,85,29,"내과, 정형외과, 마취통증의학과, 영상의학과",8260.95,37.3959060084,126.9714898628
안양시,아벤스병원,13936,"경기도 안양시 동안구 관평로 307, 지하1층, 1층-5층 (관양동, 아벤스병원)","경기도 안양시 동안구 관양동 1400-5번지 아벤스병원 지하1층, 1층-5층",2008-10-15,영업중,,병원,139,38,33,"외과, 재활의학과",4042.9,37.4039698630,126.9568124491
안양시,평촌우리병원,13919,"경기도 안양시 동안구 관악대로 221, 지하2~지상7층 (비산동)",경기도 안양시 동안구 비산동 246-3번지 지하2~지상7층,2013-07-26,영업중,,병원,85,50,20,"내과, 신경과, 외과, 정형외과, 신경외과, 산부인과, 소아청소년과, 영상의학과",4502.78,37.4010609932,126.9476364999
안양시,의료법인 토마스의료재단 안양윌스기념병원,14112,"경기도 안양시 동안구 경수대로 560, 안양남부새마을금고 2-8층 (호계동)",경기도 안양시 동안구 호계동 995-4번지 안양남부새마을금고 2-8층,2012-02-01,영업중,,병원,100,97,17,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 피부과, 비뇨의학과, 영상의학과",6126.27,37.3727618917,126.9582460427
안양시,굿닥터튼튼병원,14041,"경기도 안양시 동안구 경수대로 775, 1.3~9층 (호계동, 대교빌딩)",경기도 안양시 동안구 호계동 903-2번지 대교빌딩 1.3~9층,2011-02-21,폐업,2021-08-20,병원,84,1,20,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과",3387.29,37.3896186501,126.9467941309
안양시,우리병원,13988,"경기도 안양시 만안구 안양로 375 (안양동,838-15 지하1층~지상5층(본원),838-19지상1층(별관))","경기도 안양시 만안구 안양2동 838번지 12호  838-15 지하1층~지상5층(본원),838-19지상1층(별관)",2008-06-30,폐업,2013-08-05,병원,64,25,14,"내과, 외과, 정형외과, 신경외과, 산부인과, 소아청소년과, 영상의학과",1734.13,37.4044621318,126.9163586088
안양시,새안양성모병원,13955,경기도 안양시 동안구 경수대로 905 (비산동),경기도 안양시 동안구 비산동 566번지 3호,1984-03-22,폐업,2018-04-11,병원,95,6,28,"내과, 정신건강의학과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 소아청소년과, 피부과",2793,37.3972376542,126.9358582755
안양시,효산의료재단 샘여성병원,14030,경기도 안양시 만안구 안양로 215 (안양동),경기도 안양시 만안구 안양동 456번지 8호,2004-04-01,폐업,2019-03-11,병원,30,45,16,"내과, 외과, 성형외과, 산부인과, 소아청소년과",5667.35,37.3928184817,126.9259837413
